STRUCTURE,STRUCTURE_ID,freq: Time frequency,unit: Unit of measure,iscedf13: ISCED Fields of education and training (ISCED-F 2013),isced11: International Standard Classification of Education (ISCED 2011),sex: Sex,geo: Geopolitical entity (reporting),TIME_PERIOD: Time,OBS_VALUE: Observation value,OBS_FLAG: Observation status (Flag) V2 structure,CONF_STATUS: Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED7: Master's or equivalent level,T: Total,IT: Italy,2019,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED7: Master's or equivalent level,T: Total,IT: Italy,2020,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED7: Master's or equivalent level,T: Total,IT: Italy,2021,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED7: Master's or equivalent level,T: Total,IT: Italy,2022,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED7: Master's or equivalent level,T: Total,IT: Italy,2023,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,F: Females,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,F: Females,IT: Italy,2016,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,F: Females,IT: Italy,2017,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,F: Females,IT: Italy,2018,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,F: Females,IT: Italy,2019,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,F: Females,IT: Italy,2020,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,F: Females,IT: Italy,2021,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,F: Females,IT: Italy,2022,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,F: Females,IT: Italy,2023,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,M: Males,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,M: Males,IT: Italy,2016,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,M: Males,IT: Italy,2017,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,M: Males,IT: Italy,2018,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,M: Males,IT: Italy,2019,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,M: Males,IT: Italy,2020,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,M: Males,IT: Italy,2021,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,M: Males,IT: Italy,2022,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,M: Males,IT: Italy,2023,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,T: Total,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,T: Total,IT: Italy,2016,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,T: Total,IT: Italy,2017,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,T: Total,IT: Italy,2018,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,T: Total,IT: Italy,2019,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,T: Total,IT: Italy,2020,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,T: Total,IT: Italy,2021,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,T: Total,IT: Italy,2022,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F039: Social sciences, journalism and information not elsewhere classified",ED8: Doctoral or equivalent level,T: Total,IT: Italy,2023,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2013,22,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2014,,m: missing value; data cannot exist,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2016,543,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2017,518,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2018,495,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2019,726,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2020,854,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2021,900,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2022,1716,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2023,1714,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2013,225,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2014,,m: missing value; data cannot exist,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2016,1552,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2017,863,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2018,1019,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2019,1549,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2020,1773,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2021,3005,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2022,1787,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2023,1993,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2013,247,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2014,,m: missing value; data cannot exist,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2016,2095,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2017,1381,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2018,1514,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2019,2275,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2020,2627,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2021,3905,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2022,3503,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2023,3707,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2013,223656,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2014,214860,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2016,206306,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2017,200492,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2018,177519,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2019,183942,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2020,187378,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2021,192421,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2022,195885,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2023,202707,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2013,178977,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2014,174027,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2016,183727,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2017,183679,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2018,158798,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2019,166371,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2020,170029,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2021,176754,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2022,177856,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2023,182231,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2013,402633,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2014,388887,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2016,390033,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F04: Business, administration and law",ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2017,384171,d: definition differs (see metadata),
